"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"58","AIG1",NA,"ENSG00000146416","CE020","chr6:143165184-143284109","chr6:143270732-143270782","51","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:143165184-143270731","chr6:143270783-143284109",0,0,0,0,0,0,4.8,32.5,6.7,6,30.5,0,0,0.3,0,0,0,4.8,28.1,13.2,9,31.7,0,4.8,0,0,0,0,30.3,16.2,7.5,31.1,"0",31.1,31.1,"10pct","NMDi"
"59","AIG1",NA,"ENSG00000146416","CE020","chr6:143165184-143284109","chr6:143270732-143270782","51","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:143165184-143270731","chr6:143270783-143284109",0,0,0,0,0,0,4.8,32.5,6.7,6,30.5,0,0,0.3,0,0,0,4.8,28.1,13.2,9,31.7,0,4.8,0,0,0,0,30.3,16.2,7.5,31.1,"0",31.1,31.1,"5pct","NMDi"
"60","AIG1",NA,"ENSG00000146416","CE020","chr6:143165184-143284109","chr6:143270732-143270782","51","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:143165184-143270731","chr6:143270783-143284109",0,0,0,0,0,0,4.8,32.5,6.7,6,30.5,0,0,0.3,0,0,0,4.8,28.1,13.2,9,31.7,0,4.8,0,0,0,0,30.3,16.2,7.5,31.1,"0",31.1,31.1,"1pct","TDPKDonly"
"61","AKT3","1","ENSG00000117020","CE021","chr1:243512427-243545509","chr1:243523309-243523467","159","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243512427-243523308","chr1:243523468-243527753",0,0,0,0,0.6,0,21.5,71.4,47.3,50.9,74.5,0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,12.3,0,0.1,0,0.3,44.7,37.7,32.1,49,"0.3",49,48.7,"10pct","TDPKDonly"
"62","AKT3","1","ENSG00000117020","CE021","chr1:243512427-243545509","chr1:243523309-243523467","159","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243512427-243523308","chr1:243523468-243527753",0,0,0,0,0.6,0,21.5,71.4,47.3,50.9,74.5,0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,12.3,0,0.1,0,0.3,44.7,37.7,32.1,49,"0.3",49,48.7,"5pct","TDPKDonly"
"63","AKT3","1","ENSG00000117020","CE021","chr1:243512427-243545509","chr1:243523309-243523467","159","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243512427-243523308","chr1:243523468-243527753",0,0,0,0,0.6,0,21.5,71.4,47.3,50.9,74.5,0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,12.3,0,0.1,0,0.3,44.7,37.7,32.1,49,"0.3",49,48.7,"1pct","TDPKDonly"
"64","AKT3","2","ENSG00000117020","CE022","chr1:243512427-243545509","chr1:243527754-243527864","111","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243523468-243527753","chr1:243527865-243545509",0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,0,0,0,0,0,8.8,50.8,19.4,28.8,41.7,0,6,0,0,0,0,34.3,23.9,21,32.7,"0",34.3,34.3,"10pct","NMDi"
"65","AKT3","2","ENSG00000117020","CE022","chr1:243512427-243545509","chr1:243527754-243527864","111","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243523468-243527753","chr1:243527865-243545509",0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,0,0,0,0,0,8.8,50.8,19.4,28.8,41.7,0,6,0,0,0,0,34.3,23.9,21,32.7,"0",34.3,34.3,"5pct","TDPKDonly"
"66","AKT3","2","ENSG00000117020","CE022","chr1:243512427-243545509","chr1:243527754-243527864","111","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr1:243523468-243527753","chr1:243527865-243545509",0,0,0,0,0,0,3.1,17.9,16.8,13.3,23.6,0,0,0,0,0,0,8.8,50.8,19.4,28.8,41.7,0,6,0,0,0,0,34.3,23.9,21,32.7,"0",34.3,34.3,"1pct","TDPKDonly"
"67","ANKMY2","1","ENSG00000106524","CE023","chr7:16602510-16604720","chr7:16603549-16603660","112","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr7:16602510-16603548","chr7:16603661-16604720",1.3,0.7,4.4,14,4,0,3.7,8.9,30.1,40.8,34.6,0.8,2,3.1,2.1,1.9,0,2.8,21.7,10.9,20.4,35,0.5,3.2,1.4,4.9,8.1,3,15.3,28.6,30.6,34.8,"8.1",34.8,26.7,"10pct","NMDi"
"68","ANKMY2","1","ENSG00000106524","CE023","chr7:16602510-16604720","chr7:16603549-16603660","112","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr7:16602510-16603548","chr7:16603661-16604720",1.3,0.7,4.4,14,4,0,3.7,8.9,30.1,40.8,34.6,0.8,2,3.1,2.1,1.9,0,2.8,21.7,10.9,20.4,35,0.5,3.2,1.4,4.9,8.1,3,15.3,28.6,30.6,34.8,"8.1",34.8,26.7,"5pct","NMDi"
"69","ANKMY2","1","ENSG00000106524","CE023","chr7:16602510-16604720","chr7:16603549-16603660","112","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr7:16602510-16603548","chr7:16603661-16604720",1.3,0.7,4.4,14,4,0,3.7,8.9,30.1,40.8,34.6,0.8,2,3.1,2.1,1.9,0,2.8,21.7,10.9,20.4,35,0.5,3.2,1.4,4.9,8.1,3,15.3,28.6,30.6,34.8,"8.1",34.8,26.7,"1pct","TDPKDonly"
"70","ANKMY2","2","ENSG00000106524","CE024","chr7:16636456-16645506","chr7:16644685-16644812","128","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,"Y","chr7:16636456-16644684","chr7:16644813-16645506",4.2,11.8,1.3,0,8.7,0,0,43.1,10.7,5.2,28.9,1.6,13.2,1,1,5.2,5.6,3.6,38.6,4.3,9.8,40.7,2.9,1.8,12.5,2.9,0.5,6.9,40.9,16.6,7.5,34.8,"12.5",40.9,28.4,"10pct","NMDi"
"71","ANKMY2","2","ENSG00000106524","CE024","chr7:16636456-16645506","chr7:16644685-16644812","128","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,"Y","chr7:16636456-16644684","chr7:16644813-16645506",4.2,11.8,1.3,0,8.7,0,0,43.1,10.7,5.2,28.9,1.6,13.2,1,1,5.2,5.6,3.6,38.6,4.3,9.8,40.7,2.9,1.8,12.5,2.9,0.5,6.9,40.9,16.6,7.5,34.8,"12.5",40.9,28.4,"5pct","NMDi"
"72","ANKMY2","2","ENSG00000106524","CE024","chr7:16636456-16645506","chr7:16644685-16644812","128","AC/CT","cassette",NA,NA,"Y",NA,NA,NA,NA,"Y","chr7:16636456-16644684","chr7:16644813-16645506",4.2,11.8,1.3,0,8.7,0,0,43.1,10.7,5.2,28.9,1.6,13.2,1,1,5.2,5.6,3.6,38.6,4.3,9.8,40.7,2.9,1.8,12.5,2.9,0.5,6.9,40.9,16.6,7.5,34.8,"12.5",40.9,28.4,"1pct","TDPKDonly"
"73","ANO10",NA,"ENSG00000160746","CE025","chr3:43549849-43555277","chr3:43551472-43551566","95","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:43549849-43551471","chr3:43551567-43555277",5.7,20.2,26,16.7,20.3,7.3,30.3,27.3,8.6,17.2,41.7,5,13.8,14,5.4,18.3,0,8,28.6,5.9,20,58.8,4.5,19.1,17,16.8,11.1,19.3,28,25.4,18.6,50.2,"19.3",50.2,30.9,"10pct","TDPKDonly"
"74","ANO10",NA,"ENSG00000160746","CE025","chr3:43549849-43555277","chr3:43551472-43551566","95","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:43549849-43551471","chr3:43551567-43555277",5.7,20.2,26,16.7,20.3,7.3,30.3,27.3,8.6,17.2,41.7,5,13.8,14,5.4,18.3,0,8,28.6,5.9,20,58.8,4.5,19.1,17,16.8,11.1,19.3,28,25.4,18.6,50.2,"19.3",50.2,30.9,"5pct","TDPKDonly"
"75","ANO10",NA,"ENSG00000160746","CE025","chr3:43549849-43555277","chr3:43551472-43551566","95","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:43549849-43551471","chr3:43551567-43555277",5.7,20.2,26,16.7,20.3,7.3,30.3,27.3,8.6,17.2,41.7,5,13.8,14,5.4,18.3,0,8,28.6,5.9,20,58.8,4.5,19.1,17,16.8,11.1,19.3,28,25.4,18.6,50.2,"19.3",50.2,30.9,"1pct","TDPKDonly"
"76","AP3M1",NA,"ENSG00000185009","CE026","chr10:74136804-74138106","chr10:74137115-74137212","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr10:74136804-74137114","chr10:74137213-74138106",0.8,4.7,2.8,2.3,5.6,4.4,0,6.5,3.6,3,16.7,0,2.9,1.1,3.5,4.2,0,3.4,7.4,0,4,14.4,1.3,1.7,3.8,3.2,2.9,4.9,7,7,3.5,15.6,"4.9",15.6,10.7,"10pct","NMDi"
"77","AP3M1",NA,"ENSG00000185009","CE026","chr10:74136804-74138106","chr10:74137115-74137212","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr10:74136804-74137114","chr10:74137213-74138106",0.8,4.7,2.8,2.3,5.6,4.4,0,6.5,3.6,3,16.7,0,2.9,1.1,3.5,4.2,0,3.4,7.4,0,4,14.4,1.3,1.7,3.8,3.2,2.9,4.9,7,7,3.5,15.6,"4.9",15.6,10.7,"5pct","NMDi"
"78","AP3M1",NA,"ENSG00000185009","CE026","chr10:74136804-74138106","chr10:74137115-74137212","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr10:74136804-74137114","chr10:74137213-74138106",0.8,4.7,2.8,2.3,5.6,4.4,0,6.5,3.6,3,16.7,0,2.9,1.1,3.5,4.2,0,3.4,7.4,0,4,14.4,1.3,1.7,3.8,3.2,2.9,4.9,7,7,3.5,15.6,"4.9",15.6,10.7,"1pct","TDPKDonly"
"79","ARHGAP32",NA,"ENSG00000134909","CE027","chr11:128988126-128998318","chr11:128991575-128992046","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:128992047-128998318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.4,0,0,3.1,0,78,77.3,72.3,39.5,72.5,1.3,78,2.4,1,0,3.1,77.3,61.4,39.5,72.5,"3.1",78,74.9,"10pct","TDPKDonly"
"80","ARHGAP32",NA,"ENSG00000134909","CE027","chr11:128988126-128998318","chr11:128991575-128992046","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:128992047-128998318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.4,0,0,3.1,0,78,77.3,72.3,39.5,72.5,1.3,78,2.4,1,0,3.1,77.3,61.4,39.5,72.5,"3.1",78,74.9,"5pct","TDPKDonly"
"81","ARHGAP32",NA,"ENSG00000134909","CE027","chr11:128988126-128998318","chr11:128991575-128992046","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:128992047-128998318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.4,0,0,3.1,0,78,77.3,72.3,39.5,72.5,1.3,78,2.4,1,0,3.1,77.3,61.4,39.5,72.5,"3.1",78,74.9,"1pct","TDPKDonly"
"82","ARIH2",NA,"ENSG00000177479","CE028","chr3:48970705-48973698","chr3:48970705-48970841","-","-/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:48970842-48973698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1,1.3,1.4,0.6,4.1,11.6,12.1,19.8,20.7,16.9,3.4,11.6,1,1.1,1.4,0.6,12.1,19.1,20.7,16.9,"3.4",20.7,17.3,"10pct","TDPKDonly"
"83","ARIH2",NA,"ENSG00000177479","CE028","chr3:48970705-48973698","chr3:48970705-48970841","-","-/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:48970842-48973698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1,1.3,1.4,0.6,4.1,11.6,12.1,19.8,20.7,16.9,3.4,11.6,1,1.1,1.4,0.6,12.1,19.1,20.7,16.9,"3.4",20.7,17.3,"5pct","TDPKDonly"
"84","ARIH2",NA,"ENSG00000177479","CE028","chr3:48970705-48973698","chr3:48970705-48970841","-","-/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:48970842-48973698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1,1.3,1.4,0.6,4.1,11.6,12.1,19.8,20.7,16.9,3.4,11.6,1,1.1,1.4,0.6,12.1,19.1,20.7,16.9,"3.4",20.7,17.3,"1pct","TDPKDonly"
"85","ARL15",NA,"ENSG00000185305","CE029","chr5:54171929-54282270","chr5:54242070-54242150","81","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:54171929-54242069","chr5:54242151-54282270",0,0,0,0,0,0,42.3,76,31.2,30,64.3,0,0,0,0,0,0,34.8,53.8,52.2,48.1,50,0,38.5,0,0,0,0,64.9,46,39,57.1,"0",64.9,64.9,"10pct","TDPKDonly"
"86","ARL15",NA,"ENSG00000185305","CE029","chr5:54171929-54282270","chr5:54242070-54242150","81","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:54171929-54242069","chr5:54242151-54282270",0,0,0,0,0,0,42.3,76,31.2,30,64.3,0,0,0,0,0,0,34.8,53.8,52.2,48.1,50,0,38.5,0,0,0,0,64.9,46,39,57.1,"0",64.9,64.9,"5pct","TDPKDonly"
"87","ARL15",NA,"ENSG00000185305","CE029","chr5:54171929-54282270","chr5:54242070-54242150","81","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr5:54171929-54242069","chr5:54242151-54282270",0,0,0,0,0,0,42.3,76,31.2,30,64.3,0,0,0,0,0,0,34.8,53.8,52.2,48.1,50,0,38.5,0,0,0,0,64.9,46,39,57.1,"0",64.9,64.9,"1pct","TDPKDonly"
"88","ATG14",NA,"ENSG00000126775","CE030","chr14:55390993-55395939","chr14:55394649-55394715","67","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:55390993-55394648","chr14:55394716-55395939",2.3,10.7,11,9.1,13.1,0,0,54.2,6.5,11.8,47.1,2.3,23.5,9.2,10.1,10.9,0,0,49.3,6.5,25,35.7,1.1,0,17.1,10.6,9.6,12,51.8,22.1,18.4,41.4,"17.1",51.8,34.7,"10pct","NMDi"
"89","ATG14",NA,"ENSG00000126775","CE030","chr14:55390993-55395939","chr14:55394649-55394715","67","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:55390993-55394648","chr14:55394716-55395939",2.3,10.7,11,9.1,13.1,0,0,54.2,6.5,11.8,47.1,2.3,23.5,9.2,10.1,10.9,0,0,49.3,6.5,25,35.7,1.1,0,17.1,10.6,9.6,12,51.8,22.1,18.4,41.4,"17.1",51.8,34.7,"5pct","NMDi"
"90","ATG14",NA,"ENSG00000126775","CE030","chr14:55390993-55395939","chr14:55394649-55394715","67","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:55390993-55394648","chr14:55394716-55395939",2.3,10.7,11,9.1,13.1,0,0,54.2,6.5,11.8,47.1,2.3,23.5,9.2,10.1,10.9,0,0,49.3,6.5,25,35.7,1.1,0,17.1,10.6,9.6,12,51.8,22.1,18.4,41.4,"17.1",51.8,34.7,"1pct","NMDi"
"91","ATG4B","long","ENSG00000168397","CE031","chr2:241668686-241670725","chr2:241668782-241668985","204","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668781","chr2:241668986-241670725",0,0,0,0,0,0,16.1,42.3,21.1,27.9,37.7,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,55.5,42.9,41,53.1,"0",55.5,55.5,"10pct","TDPKDonly"
"92","ATG4B","long","ENSG00000168397","CE031","chr2:241668686-241670725","chr2:241668782-241668985","204","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668781","chr2:241668986-241670725",0,0,0,0,0,0,16.1,42.3,21.1,27.9,37.7,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,55.5,42.9,41,53.1,"0",55.5,55.5,"5pct","TDPKDonly"
"93","ATG4B","long","ENSG00000168397","CE031","chr2:241668686-241670725","chr2:241668782-241668985","204","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668781","chr2:241668986-241670725",0,0,0,0,0,0,16.1,42.3,21.1,27.9,37.7,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,55.5,42.9,41,53.1,"0",55.5,55.5,"1pct","TDPKDonly"
"94","ATG4B","short","ENSG00000168397","CE032","chr2:241668686-241670725","chr2:241668875-241668985","111","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668874","chr2:241668986-241670725",0,0,0,0,0,0,16.1,53.6,21.1,33.3,58,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,61.2,47.1,43.8,63.3,"0",63.3,63.3,"10pct","TDPKDonly"
"95","ATG4B","short","ENSG00000168397","CE032","chr2:241668686-241670725","chr2:241668875-241668985","111","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668874","chr2:241668986-241670725",0,0,0,0,0,0,16.1,53.6,21.1,33.3,58,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,61.2,47.1,43.8,63.3,"0",63.3,63.3,"5pct","TDPKDonly"
"96","ATG4B","short","ENSG00000168397","CE032","chr2:241668686-241670725","chr2:241668875-241668985","111","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:241668686-241668874","chr2:241668986-241670725",0,0,0,0,0,0,16.1,53.6,21.1,33.3,58,0,0,0,0,0,0,30.9,68.8,47.7,54.2,68.6,0,23.5,0,0,0,0,61.2,47.1,43.8,63.3,"0",63.3,63.3,"1pct","TDPKDonly"
"97","ATXN1",NA,"ENSG00000124788","CE033","chr6:16585908-16657775","chr6:16589446-16589513","68","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:16585908-16589445","chr6:16589514-16657775",0,0,0,0,0,0,0,46.2,14,10.7,34.3,0,0,0,0,0,0,14.3,50,17.8,28.6,42.5,0,7.2,0,0,0,0,48.1,24.6,19.6,38.4,"0",48.1,48.1,"10pct","NMDi"
"98","ATXN1",NA,"ENSG00000124788","CE033","chr6:16585908-16657775","chr6:16589446-16589513","68","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:16585908-16589445","chr6:16589514-16657775",0,0,0,0,0,0,0,46.2,14,10.7,34.3,0,0,0,0,0,0,14.3,50,17.8,28.6,42.5,0,7.2,0,0,0,0,48.1,24.6,19.6,38.4,"0",48.1,48.1,"5pct","TDPKDonly"
"99","ATXN1",NA,"ENSG00000124788","CE033","chr6:16585908-16657775","chr6:16589446-16589513","68","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:16585908-16589445","chr6:16589514-16657775",0,0,0,0,0,0,0,46.2,14,10.7,34.3,0,0,0,0,0,0,14.3,50,17.8,28.6,42.5,0,7.2,0,0,0,0,48.1,24.6,19.6,38.4,"0",48.1,48.1,"1pct","TDPKDonly"
"100","AUH",NA,"ENSG00000148090","CE034","chr9:91356156-91361627","chr9:91360371-91360440","70","GC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr9:91356156-91360370;chr9:91356156-91360278","chr9:91360441-91361627",1.8,3,3.9,5.2,5.2,7.3,7.8,14.6,14.5,14.3,11.1,22.5,40.5,27.4,17.4,48.4,13.6,27.7,78.5,39.7,25,85.8,11.3,17.8,21.8,17.9,11.3,26.8,46.5,31.7,19.6,48.5,"26.8",48.5,21.7,"10pct","TDPKDonly"
"101","AUH",NA,"ENSG00000148090","CE034","chr9:91356156-91361627","chr9:91360371-91360440","70","GC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr9:91356156-91360370;chr9:91356156-91360278","chr9:91360441-91361627",1.8,3,3.9,5.2,5.2,7.3,7.8,14.6,14.5,14.3,11.1,22.5,40.5,27.4,17.4,48.4,13.6,27.7,78.5,39.7,25,85.8,11.3,17.8,21.8,17.9,11.3,26.8,46.5,31.7,19.6,48.5,"26.8",48.5,21.7,"5pct","TDPKDonly"
"102","AUH",NA,"ENSG00000148090","CE034","chr9:91356156-91361627","chr9:91360371-91360440","70","GC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr9:91356156-91360370;chr9:91356156-91360278","chr9:91360441-91361627",1.8,3,3.9,5.2,5.2,7.3,7.8,14.6,14.5,14.3,11.1,22.5,40.5,27.4,17.4,48.4,13.6,27.7,78.5,39.7,25,85.8,11.3,17.8,21.8,17.9,11.3,26.8,46.5,31.7,19.6,48.5,"26.8",48.5,21.7,"1pct","TDPKDonly"
"103","BBS7",NA,"ENSG00000138686","CE035","chr4:121828729-121833230","chr4:121832060-121832173","114","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:121828729-121832059","chr4:121832174-121833230",0,0,1.1,4.1,5.4,0,0,10.9,14.3,20,19.1,0,1.9,1.5,0,1.4,0,0,0,5.3,10.4,13.6,0,0,0.9,2.2,2,3.4,5.4,13.8,15.2,16.4,"3.4",16.4,13,"10pct","NMDi"
"104","BBS7",NA,"ENSG00000138686","CE035","chr4:121828729-121833230","chr4:121832060-121832173","114","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:121828729-121832059","chr4:121832174-121833230",0,0,1.1,4.1,5.4,0,0,10.9,14.3,20,19.1,0,1.9,1.5,0,1.4,0,0,0,5.3,10.4,13.6,0,0,0.9,2.2,2,3.4,5.4,13.8,15.2,16.4,"3.4",16.4,13,"5pct","NMDi"
"105","BBS7",NA,"ENSG00000138686","CE035","chr4:121828729-121833230","chr4:121832060-121832173","114","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:121828729-121832059","chr4:121832174-121833230",0,0,1.1,4.1,5.4,0,0,10.9,14.3,20,19.1,0,1.9,1.5,0,1.4,0,0,0,5.3,10.4,13.6,0,0,0.9,2.2,2,3.4,5.4,13.8,15.2,16.4,"3.4",16.4,13,"1pct","NMDi"
"106","BCAS3",NA,"ENSG00000141376","CE036","chr17:60684037-60689685","chr17:60688932-60689046","115","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:60684037-60688931","chr17:60689047-60689685",3.8,7.5,1.7,3,5,0,0,15.7,0,6.8,31.4,0,3.6,2.3,3,3.6,0,0,8.5,2.4,6.8,20.5,0.9,0,5.6,3.1,3,4.3,12.1,11.3,6.8,26,"5.6",26,20.4,"10pct","NMDi"
"107","BCAS3",NA,"ENSG00000141376","CE036","chr17:60684037-60689685","chr17:60688932-60689046","115","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:60684037-60688931","chr17:60689047-60689685",3.8,7.5,1.7,3,5,0,0,15.7,0,6.8,31.4,0,3.6,2.3,3,3.6,0,0,8.5,2.4,6.8,20.5,0.9,0,5.6,3.1,3,4.3,12.1,11.3,6.8,26,"5.6",26,20.4,"5pct","NMDi"
"108","BCAS3",NA,"ENSG00000141376","CE036","chr17:60684037-60689685","chr17:60688932-60689046","115","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:60684037-60688931","chr17:60689047-60689685",3.8,7.5,1.7,3,5,0,0,15.7,0,6.8,31.4,0,3.6,2.3,3,3.6,0,0,8.5,2.4,6.8,20.5,0.9,0,5.6,3.1,3,4.3,12.1,11.3,6.8,26,"5.6",26,20.4,"1pct","NMDi"
"109","BCKDHB","1","ENSG00000083123","CE037","chr6:80127625-80129160","chr6:80128599-80128842","244","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:80127625-80128598","chr6:80128843-80129160",0,0,3.8,0,5.3,0,8.7,53.3,40,37.5,50,4.1,0,7.3,2.7,5.3,0,8.7,53.3,62.5,63,50,1,8.7,0,4.1,1.4,5.3,53.3,50.5,50.2,50,"5.3",53.3,48,"10pct","NMDi"
"110","BCKDHB","1","ENSG00000083123","CE037","chr6:80127625-80129160","chr6:80128599-80128842","244","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:80127625-80128598","chr6:80128843-80129160",0,0,3.8,0,5.3,0,8.7,53.3,40,37.5,50,4.1,0,7.3,2.7,5.3,0,8.7,53.3,62.5,63,50,1,8.7,0,4.1,1.4,5.3,53.3,50.5,50.2,50,"5.3",53.3,48,"5pct","TDPKDonly"
"111","BCKDHB","1","ENSG00000083123","CE037","chr6:80127625-80129160","chr6:80128599-80128842","244","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr6:80127625-80128598","chr6:80128843-80129160",0,0,3.8,0,5.3,0,8.7,53.3,40,37.5,50,4.1,0,7.3,2.7,5.3,0,8.7,53.3,62.5,63,50,1,8.7,0,4.1,1.4,5.3,53.3,50.5,50.2,50,"5.3",53.3,48,"1pct","TDPKDonly"
"112","BCKDHB","2","ENSG00000083123","CE038","chr6:80169031-80171281","chr6:80169811-80169904","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:80169031-80169810",NA,6.1,7.7,10.1,5.9,5.2,0,31.2,20,18.9,21.1,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31.2,7.7,7.1,5.9,5.2,20,28.1,21.1,44.2,"7.7",44.2,36.5,"10pct","TDPKDonly"
"113","BCKDHB","2","ENSG00000083123","CE038","chr6:80169031-80171281","chr6:80169811-80169904","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:80169031-80169810",NA,6.1,7.7,10.1,5.9,5.2,0,31.2,20,18.9,21.1,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31.2,7.7,7.1,5.9,5.2,20,28.1,21.1,44.2,"7.7",44.2,36.5,"5pct","TDPKDonly"
"114","BCKDHB","2","ENSG00000083123","CE038","chr6:80169031-80171281","chr6:80169811-80169904","-","AG/-","polyA",NA,NA,"Y",NA,NA,NA,NA,NA,"chr6:80169031-80169810",NA,6.1,7.7,10.1,5.9,5.2,0,31.2,20,18.9,21.1,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31.2,7.7,7.1,5.9,5.2,20,28.1,21.1,44.2,"7.7",44.2,36.5,"1pct","TDPKDonly"
